txn_id,timestamp,source,amount,merchant,raw_desc,city,category,is_fraud
TX1003752252,2025-05-26T20:47:24.751878,credit_card,1500.18,Uber,POS UBER CHENNAI,Bengaluru,travel,0
TX3776799768,2025-05-26T22:38:08.928436,credit_card,2019.87,Decathlon,POS DECATHLON DELHI,Delhi,shopping,0
TX2667534978,2025-05-27T04:38:13.366111,upi,1146.03,bigbasket@ybl,UPI/bigbasket@ybl/512577/payment,Ahmedabad,groceries,0
TX8436398220,2025-05-27T07:23:24.180318,upi,513.58,swiggy@ybl,UPI/swiggy@ybl/134664/payment,Bengaluru,food,0
TX9699179717,2025-05-27T12:10:21.171524,upi,1393.19,cultfit@axis,UPI/cultfit@axis/752737/payment,Pune,health,0
TX9292322201,2025-05-27T12:24:27.996376,credit_card,20.0,MakeMyTrip,POS MAKEMYTRIP PUNE,Ahmedabad,travel,0
TX8233088561,2025-05-27T12:36:17.621518,credit_card,454.17,Zomato,POS ZOMATO DELHI,Bengaluru,food,0
TX4137090956,2025-05-27T13:49:15.893213,upi,2608.42,makemytrip@hdfc,UPI/makemytrip@hdfc/663934/payment,Hyderabad,travel,0
TX3238213427,2025-05-27T15:02:51.743771,upi,20.0,amit99@paytm,UPI/amit99@paytm/394227/payment,Kolkata,transfers,0
TX6829674668,2025-05-27T15:29:26.837386,upi,5216.78,olacabs@paytm,UPI/olacabs@paytm/657155/payment,Pune,travel,0
TX4508497863,2025-05-27T15:37:04.727276,credit_card,883.33,NEFT Transfer,POS NEFT TRANSFER HYDERABAD,Kolkata,transfers,0
TX3089336788,2025-05-27T15:45:25.551209,credit_card,178.72,McDonalds,POS MCDONALDS PUNE,Delhi,food,0
TX5478124683,2025-05-27T16:44:14.447719,upi,20.0,bookmyshow@paytm,UPI/bookmyshow@paytm/491730/payment,Mumbai,entertainment,0
TX8698539145,2025-05-27T18:02:40.323112,upi,1199.09,cultfit@axis,UPI/cultfit@axis/796888/payment,Chennai,health,0
TX8495911834,2025-05-27T18:21:03.806231,credit_card,610.09,Self Transfer,POS SELF TRANSFER HYDERABAD,Bengaluru,transfers,0
TX5655775828,2025-05-27T19:09:13.971555,credit_card,1798.86,Nykaa,POS NYKAA AHMEDABAD,Bengaluru,shopping,0
TX2439476933,2025-05-27T20:06:36.202446,credit_card,258.24,Haldirams,POS HALDIRAMS PUNE,Mumbai,food,0
TX1667993625,2025-05-28T03:43:23.032445,upi,741.5,tatapower@hdfc,UPI/tatapower@hdfc/262598/payment,Hyderabad,bills,0
TX2717966319,2025-05-28T04:36:13.061858,upi,3759.46,flipkart@ybl,UPI/flipkart@ybl/423914/payment,Mumbai,shopping,0
TX3882320852,2025-05-28T07:25:59.377876,upi,317.67,swiggy@ybl,UPI/swiggy@ybl/997753/payment,Kolkata,food,0
TX6269113591,2025-05-28T10:05:44.184436,credit_card,401.21,More Supermarket,POS MORE SUPERMARKET CHENNAI,Delhi,groceries,0
TX7808922670,2025-05-28T10:52:36.413371,upi,325.4,dominos@upi,UPI/dominos@upi/233760/payment,Delhi,food,0
TX8898014754,2025-05-28T11:18:27.457872,credit_card,1631.52,Airtel,POS AIRTEL BENGALURU,Mumbai,bills,0
TX5227824390,2025-05-28T11:43:41.743077,credit_card,2387.62,Adani Electricity,POS ADANI ELECTRICITY DELHI,Chennai,bills,0
TX7398051896,2025-05-28T12:16:53.348986,credit_card,802.49,Self Transfer,POS SELF TRANSFER HYDERABAD,Ahmedabad,transfers,0
TX7004760460,2025-05-28T13:06:00.863487,credit_card,20.0,Ola Cabs,POS OLA CABS KOLKATA,Ahmedabad,travel,0
TX2170177468,2025-05-28T13:42:03.226208,upi,1724.35,airtel@axis,UPI/airtel@axis/493615/payment,Hyderabad,bills,0
TX3900707351,2025-05-28T13:55:48.842796,credit_card,1562.63,Friend Payment,POS FRIEND PAYMENT AHMEDABAD,Delhi,transfers,0
TX9635991344,2025-05-28T14:48:13.630344,upi,2368.21,nykaa@hdfc,UPI/nykaa@hdfc/920195/payment,Hyderabad,shopping,0
TX3257676024,2025-05-28T15:35:31.120959,upi,2429.2,irctc@sbi,UPI/irctc@sbi/485172/payment,Delhi,travel,0
TX7912093072,2025-05-28T16:26:42.738457,credit_card,1198.49,NEFT Transfer,POS NEFT TRANSFER AHMEDABAD,Pune,transfers,0
TX9921848527,2025-05-28T16:28:29.711545,credit_card,1969.77,Decathlon,POS DECATHLON CHENNAI,Bengaluru,shopping,0
TX4255291174,2025-05-28T17:25:26.398855,upi,845.57,spotify@ybl,UPI/spotify@ybl/929486/payment,Kolkata,entertainment,0
TX6147555630,2025-05-28T17:38:29.577601,credit_card,654.84,IndiGo,POS INDIGO DELHI,Delhi,travel,0
TX3576974814,2025-05-28T18:58:06.240028,upi,20.0,priya.k@okhdfc,UPI/priya.k@okhdfc/424337/payment,Chennai,transfers,0
TX6218058827,2025-05-28T21:03:14.381272,credit_card,322.47,Dominos,POS DOMINOS HYDERABAD,Hyderabad,food,0
TX9383991940,2025-05-28T22:31:22.811181,credit_card,514.8,Swiggy,POS SWIGGY KOLKATA,Pune,food,0
TX9065123855,2025-05-28T23:59:36.194351,credit_card,2476.07,Uber,POS UBER DELHI,Mumbai,travel,0
TX1290546246,2025-05-29T06:22:01.580555,upi,2506.4,amit99@paytm,UPI/amit99@paytm/488058/payment,Chennai,transfers,0
TX4576670326,2025-05-29T08:06:18.202749,upi,1222.53,self@ybl,UPI/self@ybl/117377/payment,Ahmedabad,transfers,0
TX1183495535,2025-05-29T09:29:19.179520,credit_card,1098.27,DMart,POS DMART PUNE,Pune,groceries,0
TX8811127176,2025-05-29T12:51:29.134262,credit_card,2622.35,Uber,POS UBER MUMBAI,Mumbai,travel,0
TX6065015956,2025-05-29T12:57:31.750671,credit_card,731.78,Cult.fit,POS CULT.FIT MUMBAI,Kolkata,health,0
TX1293638144,2025-05-29T13:47:33.524064,upi,3543.0,myntra@paytm,UPI/myntra@paytm/383492/payment,Pune,shopping,0
TX9575371441,2025-05-29T15:03:41.270200,upi,20.6,olacabs@paytm,UPI/olacabs@paytm/512281/payment,Mumbai,travel,0
TX6957808856,2025-05-29T16:14:21.635853,upi,109.66,swiggy@ybl,UPI/swiggy@ybl/834537/payment,Hyderabad,food,0
TX6287890793,2025-05-29T16:56:12.668786,credit_card,2303.62,Uber,POS UBER HYDERABAD,Delhi,travel,0
TX2998909511,2025-05-29T17:10:58.971549,upi,1108.67,blinkit@paytm,UPI/blinkit@paytm/120599/payment,Ahmedabad,groceries,0
TX3456007351,2025-05-29T17:11:21.565891,credit_card,911.39,Jio,POS JIO DELHI,Pune,bills,0
TX2047811761,2025-05-29T17:38:03.742210,upi,567.0,rest.ownername@okhdfc,UPI/rest.ownername@okhdfc/647062/payment,Delhi,food,0
TX5897120249,2025-05-29T17:53:50.237912,upi,2465.34,rahul.sharma@okaxis,UPI/rahul.sharma@okaxis/901341/payment,Kolkata,transfers,0
TX1334344904,2025-05-29T18:44:00.294389,credit_card,171.48,Dominos,POS DOMINOS HYDERABAD,Pune,food,0
TX9123421568,2025-05-29T19:40:28.921855,credit_card,233.19,Cult.fit,POS CULT.FIT DELHI,Bengaluru,health,0
TX3186742191,2025-05-29T19:44:29.979223,credit_card,1008.76,Reliance Fresh,POS RELIANCE FRESH PUNE,Kolkata,groceries,0
TX7995673939,2025-05-29T20:59:49.696212,credit_card,223.22,Hotstar,POS HOTSTAR BENGALURU,Hyderabad,entertainment,0
TX3191517687,2025-05-29T21:39:24.736681,upi,235.18,dominos@upi,UPI/dominos@upi/991669/payment,Ahmedabad,food,0
TX7804351004,2025-05-30T08:30:22.208495,credit_card,4656.34,Amazon,POS AMAZON HYDERABAD,Delhi,shopping,0
TX2262241800,2025-05-30T10:00:16.537215,upi,1946.58,flipkart@ybl,UPI/flipkart@ybl/427310/payment,Kolkata,shopping,0
TX2916998094,2025-05-30T10:58:59.513582,credit_card,2050.28,Adani Electricity,POS ADANI ELECTRICITY HYDERABAD,Bengaluru,bills,0
TX7520640098,2025-05-30T11:13:10.326412,upi,2503.42,rahul.sharma@okaxis,UPI/rahul.sharma@okaxis/684821/payment,Kolkata,transfers,0
TX9029627476,2025-05-30T11:14:25.640815,upi,20.0,dominos@upi,UPI/dominos@upi/224969/payment,Pune,food,0
TX6547458933,2025-05-30T12:53:23.934266,credit_card,1476.88,Adani Electricity,POS ADANI ELECTRICITY MUMBAI,Delhi,bills,0
TX6316472060,2025-05-30T13:35:47.287969,credit_card,2150.31,Friend Payment,POS FRIEND PAYMENT BENGALURU,Mumbai,transfers,0
TX9089802268,2025-05-30T13:48:34.105187,upi,3091.02,priya.k@okhdfc,UPI/priya.k@okhdfc/295207/payment,Delhi,transfers,0
TX1799306938,2025-05-30T13:55:46.763584,credit_card,2903.08,Friend Payment,POS FRIEND PAYMENT DELHI,Mumbai,transfers,0
TX5243362509,2025-05-30T14:09:26.839656,upi,309.27,dominos@upi,UPI/dominos@upi/385266/payment,Delhi,food,0
TX7632510996,2025-05-30T14:19:18.600800,upi,367.66,zomato@paytm,UPI/zomato@paytm/584433/payment,Chennai,food,0
TX9891081100,2025-05-30T14:45:09.443351,upi,295.26,swiggy@ybl,UPI/swiggy@ybl/506521/payment,Bengaluru,food,0
TX1673033808,2025-05-30T14:56:12.744284,credit_card,409.57,BookMyShow,POS BOOKMYSHOW BENGALURU,Chennai,entertainment,0
TX4460428881,2025-05-30T15:20:54.443005,upi,4152.39,irctc@sbi,UPI/irctc@sbi/463595/payment,Chennai,travel,0
TX1821231708,2025-05-30T17:06:05.643573,credit_card,1597.55,Friend Payment,POS FRIEND PAYMENT PUNE,Chennai,transfers,0
TX9190182170,2025-05-30T17:09:35.454718,upi,275.48,spotify@ybl,UPI/spotify@ybl/374775/payment,Ahmedabad,entertainment,0
TX3008422429,2025-05-30T18:16:11.299545,upi,2161.55,olacabs@paytm,UPI/olacabs@paytm/709956/payment,Chennai,travel,0
TX2203881426,2025-05-31T03:47:55.281046,credit_card,598.24,Cafe Coffee Day,POS CAFE COFFEE DAY KOLKATA,Pune,food,0
TX4213789010,2025-05-31T09:52:47.745034,credit_card,470.14,Dominos,POS DOMINOS CHENNAI,Mumbai,food,0
TX9529787618,2025-05-31T10:00:30.743177,upi,2988.0,uber.india@axisbank,UPI/uber.india@axisbank/205122/payment,Chennai,travel,0
TX9588604940,2025-05-31T10:47:34.589959,upi,1558.9,apollo@hdfc,UPI/apollo@hdfc/752500/payment,Kolkata,health,0
TX7535960579,2025-05-31T13:01:37.195797,upi,487.62,bookmyshow@paytm,UPI/bookmyshow@paytm/183608/payment,Mumbai,entertainment,0
TX2334842103,2025-05-31T14:59:59.703436,upi,65.89,bookmyshow@paytm,UPI/bookmyshow@paytm/395317/payment,Hyderabad,entertainment,0
TX4591434219,2025-05-31T15:40:45.279869,upi,473.44,jio@paytm,UPI/jio@paytm/215732/payment,Mumbai,bills,0
TX4435609220,2025-05-31T20:33:16.891596,upi,2312.14,priya.k@okhdfc,UPI/priya.k@okhdfc/803331/payment,Delhi,transfers,0
TX2884845533,2025-05-31T23:17:32.023669,credit_card,403.79,Starbucks,POS STARBUCKS PUNE,Hyderabad,food,0
TX9636366358,2025-06-01T05:56:49.220184,credit_card,588.22,Cafe Coffee Day,POS CAFE COFFEE DAY AHMEDABAD,Ahmedabad,food,0
TX7569718113,2025-06-01T07:33:33.876186,upi,279.06,dominos@upi,UPI/dominos@upi/428391/payment,Kolkata,food,0
TX3926635141,2025-06-01T08:56:08.952163,upi,244.15,swiggy@ybl,UPI/swiggy@ybl/880236/payment,Mumbai,food,0
TX5532510909,2025-06-01T12:40:38.692920,credit_card,462.61,Blinkit,POS BLINKIT HYDERABAD,Hyderabad,groceries,0
TX1949878932,2025-06-01T13:03:37.576048,upi,20.0,nykaa@hdfc,UPI/nykaa@hdfc/398580/payment,Chennai,shopping,0
TX8174539469,2025-06-01T13:21:05.456911,credit_card,82.17,Dominos,POS DOMINOS HYDERABAD,Ahmedabad,food,0
TX8012247876,2025-06-01T13:21:32.291317,upi,600.98,pharmeasy@ybl,UPI/pharmeasy@ybl/599374/payment,Pune,health,0
TX3869233228,2025-06-01T14:20:08.692844,upi,27.5,dominos@upi,UPI/dominos@upi/795784/payment,Pune,food,0
TX9417967827,2025-06-01T15:13:04.969143,credit_card,546.55,Starbucks,POS STARBUCKS BENGALURU,Hyderabad,food,0
TX9677676520,2025-06-01T16:08:04.383826,upi,1104.59,rahul.sharma@okaxis,UPI/rahul.sharma@okaxis/921161/payment,Pune,transfers,0
TX4772064553,2025-06-01T17:30:25.302120,upi,612.65,pharmeasy@ybl,UPI/pharmeasy@ybl/845107/payment,Bengaluru,health,0
TX7463008336,2025-06-01T17:50:12.343904,upi,94.71,amazon@apl,UPI/amazon@apl/910615/payment,Delhi,shopping,0
TX7881110282,2025-06-02T03:22:23.969250,upi,1317.26,tatapower@hdfc,UPI/tatapower@hdfc/784660/payment,Ahmedabad,bills,0
TX1266934847,2025-06-02T05:53:02.316519,upi,1550.11,bescom@upi,UPI/bescom@upi/469275/payment,Bengaluru,bills,0
TX4295491524,2025-06-02T06:37:00.282850,upi,371.89,zomato@paytm,UPI/zomato@paytm/722424/payment,Chennai,food,0
TX2921500484,2025-06-02T08:48:13.723712,upi,102.74,dominos@upi,UPI/dominos@upi/913478/payment,Bengaluru,food,0
TX8223813472,2025-06-02T09:17:59.858170,upi,1826.8,neha.r@oksbi,UPI/neha.r@oksbi/517333/payment,Hyderabad,transfers,0
TX3252243364,2025-06-02T09:55:09.152140,upi,1179.25,cultfit@axis,UPI/cultfit@axis/466503/payment,Hyderabad,health,0
TX1422654182,2025-06-02T10:37:47.043843,upi,20.0,uber.india@axisbank,UPI/uber.india@axisbank/473453/payment,Ahmedabad,travel,0
TX3700088236,2025-06-02T13:21:53.192866,credit_card,799.61,Prime Video,POS PRIME VIDEO PUNE,Hyderabad,entertainment,0
TX3666801590,2025-06-02T13:26:01.792864,credit_card,460.44,DMart,POS DMART BENGALURU,Chennai,groceries,0
TX6994895982,2025-06-02T14:26:22.856947,upi,1157.66,blinkit@paytm,UPI/blinkit@paytm/345799/payment,Mumbai,groceries,0
TX5191762435,2025-06-02T14:29:20.173988,credit_card,1699.03,Ajio,POS AJIO KOLKATA,Kolkata,shopping,0
TX8597582324,2025-06-02T15:10:21.739075,upi,2722.94,nykaa@hdfc,UPI/nykaa@hdfc/334119/payment,Mumbai,shopping,0
TX6654572793,2025-06-02T18:27:29.654280,credit_card,1167.97,More Supermarket,POS MORE SUPERMARKET MUMBAI,Delhi,groceries,0
TX8664605476,2025-06-02T18:53:13.985389,upi,1865.55,neha.r@oksbi,UPI/neha.r@oksbi/819848/payment,Kolkata,transfers,0
TX7484391631,2025-06-02T19:33:10.365299,upi,436.28,dominos@upi,UPI/dominos@upi/240531/payment,Ahmedabad,food,0
TX1237250906,2025-06-03T06:26:24.219300,credit_card,570.55,Starbucks,POS STARBUCKS PUNE,Pune,food,0
TX3518847272,2025-06-03T07:14:00.262878,upi,3960.49,nykaa@hdfc,UPI/nykaa@hdfc/175572/payment,Kolkata,shopping,0
TX2238634732,2025-06-03T09:01:48.763481,credit_card,588.38,Haldirams,POS HALDIRAMS BENGALURU,Ahmedabad,food,0
TX3703815342,2025-06-03T09:07:35.100877,upi,1632.63,neha.r@oksbi,UPI/neha.r@oksbi/416781/payment,Bengaluru,transfers,0
TX8770440124,2025-06-03T10:53:25.606569,credit_card,2213.54,Adani Electricity,POS ADANI ELECTRICITY PUNE,Kolkata,bills,0
TX6922856054,2025-06-03T11:37:43.737643,upi,138.12,flipkart@ybl,UPI/flipkart@ybl/488937/payment,Hyderabad,shopping,0
TX5194739722,2025-06-03T12:03:42.443780,upi,4680.25,flipkart@ybl,UPI/flipkart@ybl/825707/payment,Bengaluru,shopping,0
TX1637907118,2025-06-03T12:05:35.106495,upi,248.7,rest.ownername@okhdfc,UPI/rest.ownername@okhdfc/518122/payment,Ahmedabad,food,0
TX7018429187,2025-06-03T12:43:14.736693,upi,1171.1,flipkart@ybl,UPI/flipkart@ybl/315927/payment,Mumbai,shopping,0
TX6468776912,2025-06-03T12:56:09.423442,upi,695.92,makemytrip@hdfc,UPI/makemytrip@hdfc/505904/payment,Pune,travel,0
TX2200142846,2025-06-03T13:19:14.230887,upi,1348.52,neha.r@oksbi,UPI/neha.r@oksbi/594690/payment,Chennai,transfers,0
TX8397605030,2025-06-03T13:21:20.263280,upi,3325.1,makemytrip@hdfc,UPI/makemytrip@hdfc/671908/payment,Delhi,travel,0
TX9988690330,2025-06-03T13:43:57.568028,upi,414.41,zomato@paytm,UPI/zomato@paytm/504863/payment,Chennai,food,0
TX4625674950,2025-06-03T14:12:31.501879,upi,3791.0,self@ybl,UPI/self@ybl/718564/payment,Pune,transfers,0
TX8445356420,2025-06-03T14:58:52.321963,upi,27.55,cultfit@axis,UPI/cultfit@axis/561293/payment,Kolkata,health,0
TX6538635882,2025-06-03T15:01:42.299936,upi,551.7,rahul.sharma@okaxis,UPI/rahul.sharma@okaxis/301055/payment,Bengaluru,transfers,0
TX9449915270,2025-06-03T16:15:30.306527,upi,20.0,rest.ownername@okhdfc,UPI/rest.ownername@okhdfc/994839/payment,Bengaluru,food,0
TX8081346625,2025-06-03T16:26:23.741963,upi,362.85,spotify@ybl,UPI/spotify@ybl/854434/payment,Bengaluru,entertainment,0
TX8812155649,2025-06-03T16:37:26.478774,credit_card,1204.27,Blinkit,POS BLINKIT PUNE,Bengaluru,groceries,0
TX5695637208,2025-06-03T17:14:51.913690,credit_card,351.98,Netflix,POS NETFLIX MUMBAI,Ahmedabad,entertainment,0
TX1945704330,2025-06-03T18:07:10.573871,upi,679.89,dmart@hdfc,UPI/dmart@hdfc/814011/payment,Bengaluru,groceries,0
TX1295930133,2025-06-03T19:58:39.624206,credit_card,1970.52,NEFT Transfer,POS NEFT TRANSFER DELHI,Mumbai,transfers,0
TX3959917042,2025-06-04T07:19:55.302261,upi,1238.23,rahul.sharma@okaxis,UPI/rahul.sharma@okaxis/237181/payment,Chennai,transfers,0
TX3565048430,2025-06-04T08:21:15.746188,credit_card,794.27,Flipkart,POS FLIPKART HYDERABAD,Hyderabad,shopping,0
TX1815369787,2025-06-04T11:06:59.904688,credit_card,20.0,Flipkart,POS FLIPKART KOLKATA,Delhi,shopping,0
TX5134545625,2025-06-04T12:12:00.869153,credit_card,447.72,Dominos,POS DOMINOS DELHI,Mumbai,food,0
TX7241030561,2025-06-04T13:12:58.075895,upi,1811.4,olacabs@paytm,UPI/olacabs@paytm/133405/payment,Kolkata,travel,0
TX1468429573,2025-06-04T14:04:16.616430,credit_card,1635.28,Vistara,POS VISTARA MUMBAI,Mumbai,travel,0
TX6780672130,2025-06-04T14:27:06.668152,credit_card,698.64,Zomato,POS ZOMATO AHMEDABAD,Delhi,food,0
TX7871594392,2025-06-04T15:14:41.595773,upi,1430.73,myntra@paytm,UPI/myntra@paytm/373661/payment,Bengaluru,shopping,0
TX6544410772,2025-06-04T15:39:46.916880,credit_card,331.39,McDonalds,POS MCDONALDS MUMBAI,Hyderabad,food,0
TX9115582761,2025-06-04T16:14:02.262881,credit_card,1570.66,Blinkit,POS BLINKIT CHENNAI,Bengaluru,groceries,0
TX4847359244,2025-06-04T16:36:25.754606,upi,2209.9,makemytrip@hdfc,UPI/makemytrip@hdfc/680017/payment,Delhi,travel,0
TX7747595920,2025-06-04T17:02:35.805684,credit_card,2223.77,Decathlon,POS DECATHLON CHENNAI,Delhi,shopping,0
TX1046342115,2025-06-04T18:04:51.198853,upi,1001.23,self@ybl,UPI/self@ybl/192529/payment,Chennai,transfers,0
TX5818724801,2025-06-04T19:14:10.892078,upi,1563.5,bigbasket@ybl,UPI/bigbasket@ybl/541606/payment,Ahmedabad,groceries,0
TX9448791402,2025-06-05T06:05:53.294812,credit_card,500.82,PharmEasy,POS PHARMEASY KOLKATA,Chennai,health,0
TX1535383949,2025-06-05T07:50:54.132960,upi,91.27,rest.ownername@okhdfc,UPI/rest.ownername@okhdfc/433487/payment,Bengaluru,food,0
TX4806245287,2025-06-05T08:58:01.388089,upi,134.89,neha.r@oksbi,UPI/neha.r@oksbi/717279/payment,Hyderabad,transfers,0
TX4615228228,2025-06-05T11:17:05.956932,credit_card,294.92,Prime Video,POS PRIME VIDEO AHMEDABAD,Delhi,entertainment,0
TX1850998155,2025-06-05T12:58:59.517278,upi,414.43,pharmeasy@ybl,UPI/pharmeasy@ybl/754896/payment,Hyderabad,health,0
TX9899004872,2025-06-05T13:24:47.359818,credit_card,1389.62,Reliance Fresh,POS RELIANCE FRESH HYDERABAD,Ahmedabad,groceries,0
TX5001025550,2025-06-05T15:17:07.797338,credit_card,2952.67,Self Transfer,POS SELF TRANSFER BENGALURU,Chennai,transfers,0
TX2639928727,2025-06-05T15:39:28.682810,credit_card,891.88,Friend Payment,POS FRIEND PAYMENT MUMBAI,Ahmedabad,transfers,0
TX1975797494,2025-06-05T16:38:47.926730,upi,20.0,rahul.sharma@okaxis,UPI/rahul.sharma@okaxis/743501/payment,Hyderabad,transfers,0
TX7239739277,2025-06-05T18:14:04.442037,credit_card,1832.91,Croma,POS CROMA AHMEDABAD,Mumbai,shopping,0
TX1385930915,2025-06-05T22:28:40.787115,credit_card,192.5,Dominos,POS DOMINOS DELHI,Delhi,food,0
TX3074481171,2025-06-06T07:45:02.100242,upi,1392.24,olacabs@paytm,UPI/olacabs@paytm/743546/payment,Bengaluru,travel,0
TX4569254390,2025-06-06T08:23:15.239471,upi,1443.04,blinkit@paytm,UPI/blinkit@paytm/630768/payment,Delhi,groceries,0
TX6730779380,2025-06-06T09:57:40.486705,upi,585.08,rest.ownername@okhdfc,UPI/rest.ownername@okhdfc/273294/payment,Pune,food,0
TX5127254414,2025-06-06T12:19:43.195599,upi,1195.65,nykaa@hdfc,UPI/nykaa@hdfc/882429/payment,Chennai,shopping,0
TX8328186378,2025-06-06T12:22:28.165650,credit_card,2273.67,NEFT Transfer,POS NEFT TRANSFER KOLKATA,Ahmedabad,transfers,0
TX6092277292,2025-06-06T12:32:58.319320,upi,674.24,kirana.shop@okicici,UPI/kirana.shop@okicici/612182/payment,Hyderabad,groceries,0
TX3075087250,2025-06-06T12:34:54.634314,credit_card,120.31,Prime Video,POS PRIME VIDEO CHENNAI,Hyderabad,entertainment,0
TX5984007251,2025-06-06T13:02:57.443168,upi,235.17,swiggy@ybl,UPI/swiggy@ybl/802844/payment,Delhi,food,0
TX4758182235,2025-06-06T13:12:14.732997,credit_card,1291.67,NEFT Transfer,POS NEFT TRANSFER BENGALURU,Mumbai,transfers,0
TX9310642855,2025-06-06T13:41:41.371864,credit_card,489.26,Dominos,POS DOMINOS HYDERABAD,Chennai,food,0
TX7478184138,2025-06-06T14:47:48.389654,credit_card,20.0,Myntra,POS MYNTRA MUMBAI,Delhi,shopping,0
TX8708932212,2025-06-06T15:43:27.164252,upi,20.0,rest.ownername@okhdfc,UPI/rest.ownername@okhdfc/113214/payment,Hyderabad,food,0
TX8724683177,2025-06-06T15:51:39.239760,upi,20.0,priya.k@okhdfc,UPI/priya.k@okhdfc/672396/payment,Bengaluru,transfers,0
TX3345123847,2025-06-06T16:55:24.215591,credit_card,122.5,Reliance Fresh,POS RELIANCE FRESH DELHI,Hyderabad,groceries,0
TX8755282229,2025-06-06T18:21:31.638360,upi,2254.72,amit99@paytm,UPI/amit99@paytm/165366/payment,Kolkata,transfers,0
TX8213502276,2025-06-06T19:58:13.170717,upi,340.91,spotify@ybl,UPI/spotify@ybl/849534/payment,Kolkata,entertainment,0
TX7937512823,2025-06-06T21:51:39.333452,upi,2236.83,rahul.sharma@okaxis,UPI/rahul.sharma@okaxis/410418/payment,Mumbai,transfers,0
TX1003850965,2025-06-07T01:20:03.651756,credit_card,9511.74,BigBasket,POS BIGBASKET DELHI,Mumbai,groceries,1
TX9360463922,2025-06-07T04:26:56.938451,upi,43.78,apollo@hdfc,UPI/apollo@hdfc/586211/payment,Bengaluru,health,0
TX9487040073,2025-06-07T06:16:29.202385,credit_card,6151.89,Flipkart,POS FLIPKART KOLKATA,Chennai,shopping,0
TX9661581405,2025-06-07T07:22:39.806100,upi,20.0,apollo@hdfc,UPI/apollo@hdfc/301990/payment,Ahmedabad,health,0
TX1462422241,2025-06-07T13:40:13.151210,upi,569.36,spotify@ybl,UPI/spotify@ybl/519678/payment,Pune,entertainment,0
TX3989120709,2025-06-07T14:55:21.280896,upi,1932.84,flipkart@ybl,UPI/flipkart@ybl/600677/payment,Hyderabad,shopping,0
TX4552004550,2025-06-07T15:03:38.800497,credit_card,203.14,PharmEasy,POS PHARMEASY DELHI,Kolkata,health,0
TX7071377292,2025-06-07T15:52:48.917717,credit_card,1108.39,Healthians,POS HEALTHIANS HYDERABAD,Delhi,health,0
TX4370881691,2025-06-07T18:56:50.169213,upi,117.06,pharmeasy@ybl,UPI/pharmeasy@ybl/146812/payment,Bengaluru,health,0
TX4573867416,2025-06-07T20:42:38.100086,upi,597.71,spotify@ybl,UPI/spotify@ybl/114455/payment,Mumbai,entertainment,0
TX2195978681,2025-06-07T22:40:46.955596,upi,66.22,dominos@upi,UPI/dominos@upi/610865/payment,Chennai,food,0
TX9229935996,2025-06-08T08:58:13.432386,upi,29.75,spotify@ybl,UPI/spotify@ybl/768595/payment,Pune,entertainment,0
TX8879913658,2025-06-08T09:29:03.945283,upi,516.79,bigbasket@ybl,UPI/bigbasket@ybl/822096/payment,Chennai,groceries,0
TX1675165177,2025-06-08T09:59:56.858637,upi,3448.96,neha.r@oksbi,UPI/neha.r@oksbi/442551/payment,Ahmedabad,transfers,0
TX8616549375,2025-06-08T11:26:45.033840,credit_card,1590.68,More Supermarket,POS MORE SUPERMARKET AHMEDABAD,Delhi,groceries,0
TX3109475199,2025-06-08T12:02:03.608642,credit_card,768.16,NEFT Transfer,POS NEFT TRANSFER KOLKATA,Delhi,transfers,0
TX3085191348,2025-06-08T12:31:59.182304,credit_card,326.63,Starbucks,POS STARBUCKS CHENNAI,Delhi,food,0
TX1939256282,2025-06-08T13:22:57.464218,upi,282.47,zomato@paytm,UPI/zomato@paytm/111972/payment,Mumbai,food,0
TX7758374372,2025-06-08T13:50:06.763469,credit_card,983.48,More Supermarket,POS MORE SUPERMARKET DELHI,Kolkata,groceries,0
TX1791631778,2025-06-08T14:01:11.763622,credit_card,422.75,Prime Video,POS PRIME VIDEO HYDERABAD,Kolkata,entertainment,0
TX9944601005,2025-06-08T14:04:30.448569,credit_card,2168.01,NEFT Transfer,POS NEFT TRANSFER DELHI,Chennai,transfers,0
TX7197050999,2025-06-08T14:24:03.700596,upi,2095.23,self@ybl,UPI/self@ybl/342607/payment,Hyderabad,transfers,0
TX3781098721,2025-06-08T15:07:03.056898,credit_card,1932.68,Self Transfer,POS SELF TRANSFER AHMEDABAD,Delhi,transfers,0
TX6157410188,2025-06-08T15:51:14.383710,credit_card,532.46,1mg,POS 1MG KOLKATA,Bengaluru,health,0
TX7929841430,2025-06-08T16:07:25.977382,credit_card,1443.0,Self Transfer,POS SELF TRANSFER PUNE,Bengaluru,transfers,0
TX9345386139,2025-06-08T16:13:46.259956,credit_card,5288.31,Croma,POS CROMA PUNE,Kolkata,shopping,0
TX1684811519,2025-06-08T17:12:52.890309,upi,326.19,rest.ownername@okhdfc,UPI/rest.ownername@okhdfc/648152/payment,Bengaluru,food,0
TX1906199018,2025-06-08T17:17:51.543898,upi,253.12,neha.r@oksbi,UPI/neha.r@oksbi/480819/payment,Ahmedabad,transfers,0
TX2420407708,2025-06-08T18:40:52.808815,upi,1166.23,bescom@upi,UPI/bescom@upi/104971/payment,Delhi,bills,0
TX2757174607,2025-06-08T18:42:55.366964,upi,251.13,flipkart@ybl,UPI/flipkart@ybl/289306/payment,Bengaluru,shopping,0
